Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Rheinmetall,2025-12-11,56.7,15.0,28.3,Kurzfristige Tendenz,56.7,20.0,23.3,Mittelfristige Tendenz,53.4,6.08,6.78,28.4,33.4
Hannover Rück,2025-12-11,56.6,15.0,28.4,Kurzfristige Tendenz,56.6,20.0,23.4,Mittelfristige Tendenz,53.3,1.98,1.18,28.3,33.3
Vonovia,2025-12-11,28.8,15.0,56.2,Kurzfristige Tendenz,28.8,20.0,51.2,Mittelfristige Tendenz,17.6,-5.93,-8.1,27.4,22.4
BMW,2025-12-11,55.1,15.0,29.9,Kurzfristige Tendenz,65.1,20.0,14.9,Mittelfristige Tendenz,70.2,-1.18,12.04,25.2,50.2
Fresenius,2025-12-11,54.7,15.0,30.3,Kurzfristige Tendenz,54.7,20.0,25.3,Mittelfristige Tendenz,49.4,0.42,1.73,24.4,29.4
BASF,2025-12-11,53.5,15.0,31.5,Kurzfristige Tendenz,43.5,20.0,36.5,Mittelfristige Tendenz,47.0,-0.73,-0.87,22.0,7.0
Mercedes-Benz,2025-12-11,50.0,15.0,35.0,Kurzfristige Tendenz,60.0,20.0,20.0,Mittelfristige Tendenz,60.0,-1.46,6.45,15.0,40.0
Fresenius Medical Care,2025-12-11,50.0,15.0,35.0,Kurzfristige Tendenz,40.0,20.0,40.0,Mittelfristige Tendenz,39.9,-0.67,-1.9,14.9,0.1
Zalando,2025-12-11,49.9,15.0,35.1,Kurzfristige Tendenz,59.9,20.0,20.1,Mittelfristige Tendenz,59.7,-0.76,6.37,14.7,39.7
Infineon,2025-12-11,49.2,15.0,35.8,Kurzfristige Tendenz,59.2,20.0,20.8,Mittelfristige Tendenz,58.3,-2.56,15.3,13.3,38.3
Airbus,2025-12-11,36.0,15.0,49.0,Kurzfristige Tendenz,36.0,20.0,44.0,Mittelfristige Tendenz,31.9,-2.45,-5.34,13.1,8.1
Merck,2025-12-11,48.4,15.0,36.6,Kurzfristige Tendenz,58.4,20.0,21.6,Mittelfristige Tendenz,56.7,-2.49,4.76,11.7,36.7
Symrise,2025-12-11,37.1,15.0,47.9,Kurzfristige Tendenz,37.1,20.0,42.9,Mittelfristige Tendenz,34.2,-2.89,-5.08,10.8,5.8
Henkel,2025-12-11,47.4,15.0,37.6,Kurzfristige Tendenz,37.4,20.0,42.6,Mittelfristige Tendenz,34.8,0.17,-1.91,9.8,5.2
Siemens Healthineers,2025-12-11,46.8,15.0,38.2,Kurzfristige Tendenz,56.8,20.0,23.2,Mittelfristige Tendenz,53.6,-0.53,3.62,8.6,33.6
Deutsche Telekom,2025-12-11,39.6,15.0,45.4,Kurzfristige Tendenz,39.6,20.0,40.4,Mittelfristige Tendenz,39.2,-2.79,-3.01,5.8,0.8
SAP,2025-12-11,40.6,15.0,44.4,Kurzfristige Tendenz,40.6,20.0,39.4,Mittelfristige Tendenz,41.3,-3.02,0.88,3.7,1.3
E.ON,2025-12-11,40.7,15.0,44.3,Kurzfristige Tendenz,40.7,20.0,39.3,Mittelfristige Tendenz,41.5,-0.94,-1.45,3.5,1.5
Deutsche Börse,2025-12-11,44.0,15.0,41.0,Kurzfristige Tendenz,44.0,20.0,36.0,Mittelfristige Tendenz,48.0,-2.52,-1.01,3.0,8.0
Siemens,2025-12-11,43.9,15.0,41.1,Kurzfristige Tendenz,53.9,20.0,26.1,Mittelfristige Tendenz,47.8,-0.77,5.7,2.8,27.8
Qiagen,2025-12-11,41.4,15.0,43.6,Kurzfristige Tendenz,41.4,20.0,38.6,Mittelfristige Tendenz,42.7,-3.71,-3.65,2.3,2.7
Brenntag,2025-12-11,43.6,15.0,41.4,Kurzfristige Tendenz,43.6,20.0,36.4,Mittelfristige Tendenz,47.2,-2.66,-1.21,2.2,7.2
MTU Aero Engines,2025-12-11,41.8,15.0,43.2,Kurzfristige Tendenz,41.8,20.0,38.2,Mittelfristige Tendenz,43.6,-0.06,0.63,1.4,3.6
RWE,2025-12-11,42.2,15.0,42.8,Kurzfristige Tendenz,42.2,20.0,37.8,Mittelfristige Tendenz,44.3,0.02,-2.2,0.7,4.3
Deutsche Post,2025-12-11,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-12-11,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-11,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
