Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Hannover Rück,2025-12-15,61.2,15.0,23.8,Kurzfristige Tendenz,61.2,20.0,18.8,Mittelfristige Tendenz,62.3,3.16,1.16,37.3,42.3
Daimler Truck,2025-12-15,61.0,15.0,24.0,Kurzfristige Tendenz,61.0,20.0,19.0,Mittelfristige Tendenz,62.0,2.63,1.97,37.0,42.0
BASF,2025-12-15,60.9,15.0,24.1,Kurzfristige Tendenz,60.9,20.0,19.1,Mittelfristige Tendenz,61.8,3.98,0.58,36.8,41.8
Fresenius,2025-12-15,59.8,15.0,25.2,Kurzfristige Tendenz,59.8,20.0,20.2,Mittelfristige Tendenz,59.6,4.02,2.5,34.6,39.6
Zalando,2025-12-15,59.6,15.0,25.4,Kurzfristige Tendenz,59.6,20.0,20.4,Mittelfristige Tendenz,59.3,-0.3,4.06,34.3,39.3
Henkel,2025-12-15,59.5,15.0,25.5,Kurzfristige Tendenz,59.5,20.0,20.5,Mittelfristige Tendenz,59.0,2.18,0.57,34.0,39.0
Siemens Energy,2025-12-15,59.5,15.0,25.5,Kurzfristige Tendenz,59.5,20.0,20.5,Mittelfristige Tendenz,58.9,1.48,12.49,33.9,38.9
SAP,2025-12-15,57.7,15.0,27.3,Kurzfristige Tendenz,57.7,20.0,22.3,Mittelfristige Tendenz,55.3,0.05,2.56,30.3,35.3
Fresenius Medical Care,2025-12-15,56.0,15.0,29.0,Kurzfristige Tendenz,56.0,20.0,24.0,Mittelfristige Tendenz,52.1,2.8,-3.14,27.1,32.1
Vonovia,2025-12-15,30.3,15.0,54.7,Kurzfristige Tendenz,30.3,20.0,49.7,Mittelfristige Tendenz,20.5,-0.42,-7.82,24.5,19.5
RWE,2025-12-15,51.4,15.0,33.6,Kurzfristige Tendenz,41.4,20.0,38.6,Mittelfristige Tendenz,42.9,-0.46,0.14,17.9,2.9
Commerzbank,2025-12-15,50.3,15.0,34.7,Kurzfristige Tendenz,60.3,20.0,19.7,Mittelfristige Tendenz,60.6,0.03,6.42,15.6,40.6
Airbus,2025-12-15,49.7,15.0,35.3,Kurzfristige Tendenz,39.7,20.0,40.3,Mittelfristige Tendenz,39.3,-0.16,-3.39,14.3,0.7
Deutsche Bank,2025-12-15,49.7,15.0,35.3,Kurzfristige Tendenz,59.7,20.0,20.3,Mittelfristige Tendenz,59.3,-0.78,6.69,14.3,39.3
Symrise,2025-12-15,36.9,15.0,48.1,Kurzfristige Tendenz,36.9,20.0,43.1,Mittelfristige Tendenz,33.8,-1.45,-4.98,11.2,6.2
Infineon,2025-12-15,47.8,15.0,37.2,Kurzfristige Tendenz,57.8,20.0,22.2,Mittelfristige Tendenz,55.5,-3.61,7.75,10.5,35.5
Qiagen,2025-12-15,38.5,15.0,46.5,Kurzfristige Tendenz,38.5,20.0,41.5,Mittelfristige Tendenz,36.9,-2.84,-8.2,8.1,3.1
Deutsche Telekom,2025-12-15,39.0,15.0,46.0,Kurzfristige Tendenz,39.0,20.0,41.0,Mittelfristige Tendenz,38.0,-0.34,-3.11,7.0,2.0
MTU Aero Engines,2025-12-15,45.6,15.0,39.4,Kurzfristige Tendenz,55.6,20.0,24.4,Mittelfristige Tendenz,51.2,-0.59,0.66,6.2,31.2
Merck,2025-12-15,45.4,15.0,39.6,Kurzfristige Tendenz,55.4,20.0,24.6,Mittelfristige Tendenz,50.9,-0.89,1.39,5.9,30.9
Rheinmetall,2025-12-15,44.1,15.0,40.9,Kurzfristige Tendenz,54.1,20.0,25.9,Mittelfristige Tendenz,48.2,-3.72,7.66,3.2,28.2
Deutsche Börse,2025-12-15,43.5,15.0,41.5,Kurzfristige Tendenz,43.5,20.0,36.5,Mittelfristige Tendenz,47.0,-4.33,-3.08,2.0,7.0
E.ON,2025-12-15,43.2,15.0,41.8,Kurzfristige Tendenz,43.2,20.0,36.8,Mittelfristige Tendenz,46.4,-2.12,-0.75,1.4,6.4
Deutsche Post,2025-12-15,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-12-15,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-15,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
