Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Rheinmetall,2025-11-11,54.0,15.0,31.0,Kurzfristige Tendenz,54.0,20.0,26.0,Mittelfristige Tendenz,48.0,2.84,0.29,23.0,28.0
Allianz,2025-11-11,53.9,15.0,31.1,Kurzfristige Tendenz,53.9,20.0,26.1,Mittelfristige Tendenz,47.9,0.06,1.36,22.9,27.9
Deutsche Börse,2025-11-11,31.3,15.0,53.7,Kurzfristige Tendenz,31.3,20.0,48.7,Mittelfristige Tendenz,22.5,-4.77,-6.48,22.5,17.5
Qiagen,2025-11-11,31.3,15.0,53.7,Kurzfristige Tendenz,31.3,20.0,48.7,Mittelfristige Tendenz,22.6,-1.87,-10.84,22.4,17.4
Vonovia,2025-11-11,31.5,15.0,53.5,Kurzfristige Tendenz,31.5,20.0,48.5,Mittelfristige Tendenz,23.1,-0.16,-9.66,21.9,16.9
Siemens Healthineers,2025-11-11,31.6,15.0,53.4,Kurzfristige Tendenz,31.6,20.0,48.4,Mittelfristige Tendenz,23.3,-3.58,-12.06,21.7,16.7
Mercedes-Benz,2025-11-11,53.2,15.0,31.8,Kurzfristige Tendenz,63.2,20.0,16.8,Mittelfristige Tendenz,66.3,-0.62,9.27,21.3,46.3
Continental,2025-11-11,52.2,15.0,32.8,Kurzfristige Tendenz,62.2,20.0,17.8,Mittelfristige Tendenz,64.4,-1.45,2.93,19.4,44.4
Zalando,2025-11-11,32.8,15.0,52.2,Kurzfristige Tendenz,32.8,20.0,47.2,Mittelfristige Tendenz,25.6,-1.63,-15.89,19.4,14.4
MTU Aero Engines,2025-11-11,49.6,15.0,35.4,Kurzfristige Tendenz,39.6,20.0,40.4,Mittelfristige Tendenz,39.3,0.16,-2.56,14.3,0.7
Symrise,2025-11-11,35.7,15.0,49.3,Kurzfristige Tendenz,35.7,20.0,44.3,Mittelfristige Tendenz,31.3,-1.3,-11.37,13.7,8.7
Merck,2025-11-11,36.0,15.0,49.0,Kurzfristige Tendenz,36.0,20.0,44.0,Mittelfristige Tendenz,32.0,-0.59,-4.6,13.0,8.0
Bayer,2025-11-11,36.5,15.0,48.5,Kurzfristige Tendenz,36.5,20.0,43.5,Mittelfristige Tendenz,33.0,-0.13,-4.11,12.0,7.0
Brenntag,2025-11-11,36.8,15.0,48.2,Kurzfristige Tendenz,36.8,20.0,43.2,Mittelfristige Tendenz,33.5,-2.8,-8.72,11.5,6.5
SAP,2025-11-11,37.3,15.0,47.7,Kurzfristige Tendenz,37.3,20.0,42.7,Mittelfristige Tendenz,34.6,-4.72,-8.3,10.4,5.4
Münchener Rück,2025-11-11,37.8,15.0,47.2,Kurzfristige Tendenz,37.8,20.0,42.2,Mittelfristige Tendenz,35.7,-1.73,-2.77,9.3,4.3
Beiersdorf,2025-11-11,47.1,15.0,37.9,Kurzfristige Tendenz,47.1,20.0,32.9,Mittelfristige Tendenz,54.2,0.28,-3.14,9.2,14.2
Infineon,2025-11-11,44.8,15.0,40.2,Kurzfristige Tendenz,44.8,20.0,35.2,Mittelfristige Tendenz,49.6,-1.87,-1.75,4.6,9.6
Deutsche Telekom,2025-11-11,43.8,15.0,41.2,Kurzfristige Tendenz,33.8,20.0,46.2,Mittelfristige Tendenz,27.7,1.2,-10.32,2.7,12.3
Fresenius,2025-11-11,41.3,15.0,43.7,Kurzfristige Tendenz,41.3,20.0,38.7,Mittelfristige Tendenz,42.5,-0.08,-0.56,2.5,2.5
E.ON,2025-11-11,42.1,15.0,42.9,Kurzfristige Tendenz,42.1,20.0,37.9,Mittelfristige Tendenz,44.2,-0.09,-0.4,0.8,4.2
Deutsche Post,2025-11-11,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-11,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-11,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
