Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Zalando,2025-11-28,53.5,15.0,31.5,Kurzfristige Tendenz,53.5,20.0,26.5,Mittelfristige Tendenz,46.9,4.75,2.57,21.9,26.9
Qiagen,2025-11-28,52.2,15.0,32.8,Kurzfristige Tendenz,62.2,20.0,17.8,Mittelfristige Tendenz,64.4,1.04,11.04,19.4,44.4
Airbus,2025-11-28,51.7,15.0,33.3,Kurzfristige Tendenz,41.7,20.0,38.3,Mittelfristige Tendenz,43.4,2.1,-2.06,18.4,3.4
Daimler Truck,2025-11-28,51.7,15.0,33.3,Kurzfristige Tendenz,61.7,20.0,18.3,Mittelfristige Tendenz,63.3,1.97,3.52,18.3,43.3
Adidas,2025-11-28,51.1,15.0,33.9,Kurzfristige Tendenz,51.1,20.0,28.9,Mittelfristige Tendenz,42.3,4.53,0.98,17.3,22.3
Siemens,2025-11-28,51.1,15.0,33.9,Kurzfristige Tendenz,41.1,20.0,38.9,Mittelfristige Tendenz,42.2,2.29,-7.16,17.2,2.2
Symrise,2025-11-28,50.7,15.0,34.3,Kurzfristige Tendenz,40.7,20.0,39.3,Mittelfristige Tendenz,41.5,0.83,-0.95,16.5,1.5
Hannover Rück,2025-11-28,49.0,15.0,36.0,Kurzfristige Tendenz,59.0,20.0,21.0,Mittelfristige Tendenz,58.0,0.94,3.04,13.0,38.0
Siemens Healthineers,2025-11-28,48.5,15.0,36.5,Kurzfristige Tendenz,38.5,20.0,41.5,Mittelfristige Tendenz,37.0,1.83,-0.95,12.0,3.0
E.ON,2025-11-28,37.0,15.0,48.0,Kurzfristige Tendenz,37.0,20.0,43.0,Mittelfristige Tendenz,34.0,-0.49,-4.84,11.0,6.0
Rheinmetall,2025-11-28,46.5,15.0,38.5,Kurzfristige Tendenz,36.5,20.0,43.5,Mittelfristige Tendenz,33.0,4.3,-15.78,8.0,7.0
MTU Aero Engines,2025-11-28,46.5,15.0,38.5,Kurzfristige Tendenz,36.5,20.0,43.5,Mittelfristige Tendenz,33.0,1.55,-4.23,8.0,7.0
Fresenius,2025-11-28,38.8,15.0,46.2,Kurzfristige Tendenz,38.8,20.0,41.2,Mittelfristige Tendenz,37.5,0.02,-1.46,7.5,2.5
Fresenius Medical Care,2025-11-28,39.1,15.0,45.9,Kurzfristige Tendenz,39.1,20.0,40.9,Mittelfristige Tendenz,38.2,-0.58,-2.09,6.8,1.8
SAP,2025-11-28,45.4,15.0,39.6,Kurzfristige Tendenz,35.4,20.0,44.6,Mittelfristige Tendenz,30.9,-0.27,-4.3,5.9,9.1
RWE,2025-11-28,44.7,15.0,40.3,Kurzfristige Tendenz,44.7,20.0,35.3,Mittelfristige Tendenz,49.3,-1.45,-0.07,4.3,9.3
Henkel,2025-11-28,41.1,15.0,43.9,Kurzfristige Tendenz,41.1,20.0,38.9,Mittelfristige Tendenz,42.2,0.23,-4.37,2.8,2.2
Deutsche Post,2025-11-28,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-28,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-28,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
