Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Siemens Healthineers,2025-12-09,56.2,15.0,28.8,Kurzfristige Tendenz,56.2,20.0,23.8,Mittelfristige Tendenz,52.5,1.75,4.11,27.5,32.5
Siemens,2025-12-09,56.1,15.0,28.9,Kurzfristige Tendenz,56.1,20.0,23.9,Mittelfristige Tendenz,52.2,2.12,6.86,27.2,32.2
Münchener Rück,2025-12-09,54.1,15.0,30.9,Kurzfristige Tendenz,44.1,20.0,35.9,Mittelfristige Tendenz,48.2,1.01,1.2,23.2,8.2
Hannover Rück,2025-12-09,54.0,15.0,31.0,Kurzfristige Tendenz,44.0,20.0,36.0,Mittelfristige Tendenz,48.0,0.72,0.32,23.0,8.0
RWE,2025-12-09,53.7,15.0,31.3,Kurzfristige Tendenz,43.7,20.0,36.3,Mittelfristige Tendenz,47.4,-0.53,-0.84,22.4,7.4
Vonovia,2025-12-09,31.4,15.0,53.6,Kurzfristige Tendenz,31.4,20.0,48.6,Mittelfristige Tendenz,22.7,-5.27,-7.56,22.3,17.3
Merck,2025-12-09,52.6,15.0,32.4,Kurzfristige Tendenz,62.6,20.0,17.4,Mittelfristige Tendenz,65.2,-0.96,7.32,20.2,45.2
Airbus,2025-12-09,51.6,15.0,33.4,Kurzfristige Tendenz,41.6,20.0,38.4,Mittelfristige Tendenz,43.2,0.37,-2.36,18.2,3.2
Henkel,2025-12-09,33.6,15.0,51.4,Kurzfristige Tendenz,33.6,20.0,46.4,Mittelfristige Tendenz,27.2,-0.93,-2.66,17.8,12.8
Fresenius Medical Care,2025-12-09,35.4,15.0,49.6,Kurzfristige Tendenz,35.4,20.0,44.6,Mittelfristige Tendenz,30.8,-2.26,-0.23,14.2,9.2
Symrise,2025-12-09,36.5,15.0,48.5,Kurzfristige Tendenz,36.5,20.0,43.5,Mittelfristige Tendenz,33.0,-1.96,-3.84,12.0,7.0
Beiersdorf,2025-12-09,36.7,15.0,48.3,Kurzfristige Tendenz,36.7,20.0,43.3,Mittelfristige Tendenz,33.5,-2.38,-0.27,11.5,6.5
Zalando,2025-12-09,45.9,15.0,39.1,Kurzfristige Tendenz,55.9,20.0,24.1,Mittelfristige Tendenz,51.8,-2.24,2.08,6.8,31.8
Adidas,2025-12-09,45.3,15.0,39.7,Kurzfristige Tendenz,55.3,20.0,24.7,Mittelfristige Tendenz,50.6,-0.41,4.05,5.6,30.6
Qiagen,2025-12-09,45.0,15.0,40.0,Kurzfristige Tendenz,45.0,20.0,35.0,Mittelfristige Tendenz,50.1,-1.05,3.76,5.1,10.1
E.ON,2025-12-09,45.0,15.0,40.0,Kurzfristige Tendenz,55.0,20.0,25.0,Mittelfristige Tendenz,49.9,-1.64,1.8,4.9,29.9
Brenntag,2025-12-09,44.0,15.0,41.0,Kurzfristige Tendenz,44.0,20.0,36.0,Mittelfristige Tendenz,48.0,-1.13,0.33,3.0,8.0
Fresenius,2025-12-09,43.8,15.0,41.2,Kurzfristige Tendenz,43.8,20.0,36.2,Mittelfristige Tendenz,47.6,0.06,1.56,2.6,7.6
Deutsche Telekom,2025-12-09,43.8,15.0,41.2,Kurzfristige Tendenz,43.8,20.0,36.2,Mittelfristige Tendenz,47.6,-0.18,-0.04,2.6,7.6
SAP,2025-12-09,43.6,15.0,41.4,Kurzfristige Tendenz,53.6,20.0,26.4,Mittelfristige Tendenz,47.2,1.4,1.9,2.2,27.2
Continental,2025-12-09,43.4,15.0,41.6,Kurzfristige Tendenz,53.4,20.0,26.6,Mittelfristige Tendenz,46.8,-2.92,3.33,1.8,26.8
BASF,2025-12-09,43.2,15.0,41.8,Kurzfristige Tendenz,43.2,20.0,36.8,Mittelfristige Tendenz,46.4,-2.15,0.39,1.4,6.4
Deutsche Post,2025-12-09,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-12-09,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-09,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
