Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Fresenius,2025-12-22,59.0,15.0,26.0,Kurzfristige Tendenz,59.0,20.0,21.0,Mittelfristige Tendenz,58.1,1.33,2.56,33.1,38.1
RWE,2025-12-22,58.9,15.0,26.1,Kurzfristige Tendenz,58.9,20.0,21.1,Mittelfristige Tendenz,57.8,2.48,1.73,32.8,37.8
Daimler Truck,2025-12-22,58.1,15.0,26.9,Kurzfristige Tendenz,58.1,20.0,21.9,Mittelfristige Tendenz,56.3,0.37,6.22,31.3,36.3
SAP,2025-12-22,57.7,15.0,27.3,Kurzfristige Tendenz,57.7,20.0,22.3,Mittelfristige Tendenz,55.4,1.43,0.84,30.4,35.4
Deutsche Telekom,2025-12-22,57.6,15.0,27.4,Kurzfristige Tendenz,57.6,20.0,22.4,Mittelfristige Tendenz,55.3,2.17,-0.73,30.3,35.3
Vonovia,2025-12-22,27.7,15.0,57.3,Kurzfristige Tendenz,27.7,20.0,52.3,Mittelfristige Tendenz,15.4,-1.28,-7.01,29.6,24.6
Deutsche Börse,2025-12-22,55.8,15.0,29.2,Kurzfristige Tendenz,45.8,20.0,34.2,Mittelfristige Tendenz,51.5,2.05,-2.62,26.5,11.5
Airbus,2025-12-22,54.7,15.0,30.3,Kurzfristige Tendenz,44.7,20.0,35.3,Mittelfristige Tendenz,49.4,1.8,3.04,24.4,9.4
Symrise,2025-12-22,54.6,15.0,30.4,Kurzfristige Tendenz,44.6,20.0,35.4,Mittelfristige Tendenz,49.1,2.27,-1.38,24.1,9.1
Münchener Rück,2025-12-22,53.7,15.0,31.3,Kurzfristige Tendenz,63.7,20.0,16.3,Mittelfristige Tendenz,67.5,-0.57,3.05,22.5,47.5
Porsche,2025-12-22,52.0,15.0,33.0,Kurzfristige Tendenz,62.0,20.0,18.0,Mittelfristige Tendenz,64.0,-2.3,6.14,19.0,44.0
Heidelberg Materials,2025-12-22,50.4,15.0,34.6,Kurzfristige Tendenz,60.4,20.0,19.6,Mittelfristige Tendenz,60.9,-0.36,2.5,15.9,40.9
BMW,2025-12-22,50.3,15.0,34.7,Kurzfristige Tendenz,60.3,20.0,19.7,Mittelfristige Tendenz,60.6,-0.45,4.78,15.6,40.6
Henkel,2025-12-22,50.2,15.0,34.8,Kurzfristige Tendenz,60.2,20.0,19.8,Mittelfristige Tendenz,60.3,-0.11,1.95,15.3,40.3
Beiersdorf,2025-12-22,49.5,15.0,35.5,Kurzfristige Tendenz,59.5,20.0,20.5,Mittelfristige Tendenz,59.0,-0.26,2.55,14.0,39.0
Volkswagen,2025-12-22,49.1,15.0,35.9,Kurzfristige Tendenz,59.1,20.0,20.9,Mittelfristige Tendenz,58.1,-2.25,3.06,13.1,38.1
Qiagen,2025-12-22,47.2,15.0,37.8,Kurzfristige Tendenz,37.2,20.0,42.8,Mittelfristige Tendenz,34.5,1.92,-4.17,9.5,5.5
Brenntag,2025-12-22,46.4,15.0,38.6,Kurzfristige Tendenz,56.4,20.0,23.6,Mittelfristige Tendenz,52.8,-1.44,1.61,7.8,32.8
Mercedes-Benz,2025-12-22,46.2,15.0,38.8,Kurzfristige Tendenz,46.2,20.0,33.8,Mittelfristige Tendenz,52.4,-1.06,1.11,7.4,12.4
Rheinmetall,2025-12-22,46.1,15.0,38.9,Kurzfristige Tendenz,46.1,20.0,33.9,Mittelfristige Tendenz,52.2,-4.08,4.03,7.2,12.2
BASF,2025-12-22,44.6,15.0,40.4,Kurzfristige Tendenz,44.6,20.0,35.4,Mittelfristige Tendenz,49.2,-0.85,-2.26,4.2,9.2
Fresenius Medical Care,2025-12-22,42.0,15.0,43.0,Kurzfristige Tendenz,42.0,20.0,38.0,Mittelfristige Tendenz,44.0,0.22,-1.54,1.0,4.0
Deutsche Post,2025-12-22,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-12-22,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-22,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
