Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
BASF,2025-12-04,44.3,15.0,40.7,Kurzfristige Tendenz,44.3,20.0,35.7,Mittelfristige Tendenz,48.7,-3.34,-0.16,3.7,8.7
Fresenius Medical Care,2025-12-04,44.2,15.0,40.8,Kurzfristige Tendenz,44.2,20.0,35.8,Mittelfristige Tendenz,48.4,-1.12,0.84,3.4,8.4
Deutsche Bank,2025-12-04,43.9,15.0,41.1,Kurzfristige Tendenz,43.9,20.0,36.1,Mittelfristige Tendenz,47.8,0.23,-3.73,2.8,7.8
Hannover Rück,2025-12-04,43.6,15.0,41.4,Kurzfristige Tendenz,43.6,20.0,36.4,Mittelfristige Tendenz,47.2,-2.47,-2.32,2.2,7.2
RWE,2025-12-04,43.2,15.0,41.8,Kurzfristige Tendenz,43.2,20.0,36.8,Mittelfristige Tendenz,46.3,-1.17,-5.38,1.3,6.3
Beiersdorf,2025-12-04,42.7,15.0,42.3,Kurzfristige Tendenz,42.7,20.0,37.3,Mittelfristige Tendenz,45.5,-1.86,-0.35,0.5,5.5
GEA,2025-12-04,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Deutsche Post,2025-12-04,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-04,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Vonovia,2025-12-04,42.6,15.0,42.4,Kurzfristige Tendenz,42.6,20.0,37.4,Mittelfristige Tendenz,45.1,-2.03,-1.2,0.1,5.1
