Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Vonovia,2025-11-03,32.6,15.0,52.4,Kurzfristige Tendenz,32.6,20.0,47.4,Mittelfristige Tendenz,25.2,-4.49,-5.98,19.8,14.8
Symrise,2025-11-03,34.1,15.0,50.9,Kurzfristige Tendenz,34.1,20.0,45.9,Mittelfristige Tendenz,28.2,-6.96,-5.43,16.8,11.8
Brenntag,2025-11-03,34.7,15.0,50.3,Kurzfristige Tendenz,34.7,20.0,45.3,Mittelfristige Tendenz,29.3,-1.97,1.01,15.7,10.7
Hannover Rück,2025-11-03,36.2,15.0,48.8,Kurzfristige Tendenz,36.2,20.0,43.8,Mittelfristige Tendenz,32.4,-1.82,-5.35,12.6,7.6
Bayer,2025-11-03,36.4,15.0,48.6,Kurzfristige Tendenz,36.4,20.0,43.6,Mittelfristige Tendenz,32.9,-2.44,-2.03,12.1,7.1
Deutsche Börse,2025-11-03,36.6,15.0,48.4,Kurzfristige Tendenz,36.6,20.0,43.4,Mittelfristige Tendenz,33.2,-1.97,-4.54,11.8,6.8
Rheinmetall,2025-11-03,36.6,15.0,48.4,Kurzfristige Tendenz,36.6,20.0,43.4,Mittelfristige Tendenz,33.2,-1.95,-6.94,11.8,6.8
Münchener Rück,2025-11-03,37.2,15.0,47.8,Kurzfristige Tendenz,37.2,20.0,42.8,Mittelfristige Tendenz,34.3,-2.04,-5.62,10.7,5.7
Infineon,2025-11-03,47.1,15.0,37.9,Kurzfristige Tendenz,57.1,20.0,22.9,Mittelfristige Tendenz,54.3,0.04,6.72,9.3,34.3
Siemens,2025-11-03,46.7,15.0,38.3,Kurzfristige Tendenz,56.7,20.0,23.3,Mittelfristige Tendenz,53.5,-0.51,2.79,8.5,33.5
Siemens Healthineers,2025-11-03,46.7,15.0,38.3,Kurzfristige Tendenz,56.7,20.0,23.3,Mittelfristige Tendenz,53.3,-0.49,4.74,8.3,33.3
Merck,2025-11-03,39.1,15.0,45.9,Kurzfristige Tendenz,39.1,20.0,40.9,Mittelfristige Tendenz,38.1,-0.22,-1.82,6.9,1.9
SAP,2025-11-03,39.7,15.0,45.3,Kurzfristige Tendenz,39.7,20.0,40.3,Mittelfristige Tendenz,39.5,-4.04,-3.46,5.5,0.5
Porsche,2025-11-03,45.1,15.0,39.9,Kurzfristige Tendenz,55.1,20.0,24.9,Mittelfristige Tendenz,50.2,-1.82,2.89,5.2,30.2
Henkel,2025-11-03,40.1,15.0,44.9,Kurzfristige Tendenz,40.1,20.0,39.9,Mittelfristige Tendenz,40.2,-1.55,0.43,4.8,0.2
BASF,2025-11-03,40.3,15.0,44.7,Kurzfristige Tendenz,40.3,20.0,39.7,Mittelfristige Tendenz,40.7,-1.16,2.21,4.3,0.7
E.ON,2025-11-03,44.4,15.0,40.6,Kurzfristige Tendenz,44.4,20.0,35.6,Mittelfristige Tendenz,48.8,-0.55,-0.8,3.8,8.8
Qiagen,2025-11-03,40.6,15.0,44.4,Kurzfristige Tendenz,40.6,20.0,39.4,Mittelfristige Tendenz,41.2,-2.37,-1.1,3.8,1.2
Beiersdorf,2025-11-03,40.7,15.0,44.3,Kurzfristige Tendenz,40.7,20.0,39.3,Mittelfristige Tendenz,41.4,-1.56,0.42,3.6,1.4
Fresenius Medical Care,2025-11-03,44.0,15.0,41.0,Kurzfristige Tendenz,44.0,20.0,36.0,Mittelfristige Tendenz,48.0,-0.49,-1.57,3.0,8.0
BMW,2025-11-03,41.3,15.0,43.7,Kurzfristige Tendenz,51.3,20.0,28.7,Mittelfristige Tendenz,42.6,-0.37,2.98,2.4,22.6
Daimler Truck,2025-11-03,41.4,15.0,43.6,Kurzfristige Tendenz,41.4,20.0,38.6,Mittelfristige Tendenz,42.9,-0.69,2.15,2.1,2.9
Volkswagen,2025-11-03,41.9,15.0,43.1,Kurzfristige Tendenz,41.9,20.0,38.1,Mittelfristige Tendenz,43.8,-1.16,0.33,1.2,3.8
Allianz,2025-11-03,42.0,15.0,43.0,Kurzfristige Tendenz,42.0,20.0,38.0,Mittelfristige Tendenz,44.0,-1.18,-4.46,1.0,4.0
Deutsche Post,2025-11-03,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-03,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-03,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
