Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Deutsche Börse,2025-11-19,47.9,15.0,37.1,Kurzfristige Tendenz,37.9,20.0,42.1,Mittelfristige Tendenz,35.8,-0.24,-5.26,10.8,4.2
Deutsche Telekom,2025-11-19,47.7,15.0,37.3,Kurzfristige Tendenz,37.7,20.0,42.3,Mittelfristige Tendenz,35.4,-0.37,-1.02,10.4,4.6
Allianz,2025-11-19,47.5,15.0,37.5,Kurzfristige Tendenz,57.5,20.0,22.5,Mittelfristige Tendenz,55.0,-0.5,0.87,10.0,35.0
Heidelberg Materials,2025-11-19,47.4,15.0,37.6,Kurzfristige Tendenz,57.4,20.0,22.6,Mittelfristige Tendenz,54.9,-4.22,1.78,9.9,34.9
BASF,2025-11-19,37.7,15.0,47.3,Kurzfristige Tendenz,37.7,20.0,42.3,Mittelfristige Tendenz,35.4,-4.16,-2.56,9.6,4.6
Münchener Rück,2025-11-19,38.0,15.0,47.0,Kurzfristige Tendenz,38.0,20.0,42.0,Mittelfristige Tendenz,35.9,-2.7,-2.52,9.1,4.1
Airbus,2025-11-19,38.0,15.0,47.0,Kurzfristige Tendenz,38.0,20.0,42.0,Mittelfristige Tendenz,36.1,-4.2,-4.47,8.9,3.9
Volkswagen,2025-11-19,46.7,15.0,38.3,Kurzfristige Tendenz,56.7,20.0,23.3,Mittelfristige Tendenz,53.5,-4.38,4.88,8.5,33.5
Fresenius,2025-11-19,38.3,15.0,46.7,Kurzfristige Tendenz,38.3,20.0,41.7,Mittelfristige Tendenz,36.7,-5.18,-6.29,8.3,3.3
BMW,2025-11-19,46.5,15.0,38.5,Kurzfristige Tendenz,56.5,20.0,23.5,Mittelfristige Tendenz,53.1,-4.65,4.35,8.1,33.1
Vonovia,2025-11-19,39.0,15.0,46.0,Kurzfristige Tendenz,39.0,20.0,41.0,Mittelfristige Tendenz,38.0,-1.07,-2.79,7.0,2.0
Hannover Rück,2025-11-19,45.4,15.0,39.6,Kurzfristige Tendenz,55.4,20.0,24.6,Mittelfristige Tendenz,50.9,-1.47,0.79,5.9,30.9
Deutsche Bank,2025-11-19,39.9,15.0,45.1,Kurzfristige Tendenz,39.9,20.0,40.1,Mittelfristige Tendenz,39.7,-11.62,-5.33,5.3,0.3
Infineon,2025-11-19,39.8,15.0,45.2,Kurzfristige Tendenz,39.8,20.0,40.2,Mittelfristige Tendenz,39.7,-9.03,-4.27,5.3,0.3
Mercedes-Benz,2025-11-19,44.9,15.0,40.1,Kurzfristige Tendenz,44.9,20.0,35.1,Mittelfristige Tendenz,49.8,-4.66,0.43,4.8,9.8
Bayer,2025-11-19,44.7,15.0,40.3,Kurzfristige Tendenz,54.7,20.0,25.3,Mittelfristige Tendenz,49.3,-5.64,2.05,4.3,29.3
Brenntag,2025-11-19,40.8,15.0,44.2,Kurzfristige Tendenz,40.8,20.0,39.2,Mittelfristige Tendenz,41.7,-3.31,-1.8,3.3,1.7
Merck,2025-11-19,41.0,15.0,44.0,Kurzfristige Tendenz,41.0,20.0,39.0,Mittelfristige Tendenz,42.0,-4.41,-1.73,3.0,2.0
Rheinmetall,2025-11-19,43.5,15.0,41.5,Kurzfristige Tendenz,43.5,20.0,36.5,Mittelfristige Tendenz,47.1,-1.12,1.2,2.1,7.1
Commerzbank,2025-11-19,43.1,15.0,41.9,Kurzfristige Tendenz,43.1,20.0,36.9,Mittelfristige Tendenz,46.2,-9.45,0.51,1.2,6.2
Deutsche Post,2025-11-19,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-19,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-19,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
