Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Fresenius Medical Care,2025-11-09,33.9,15.0,51.1,Kurzfristige Tendenz,33.9,20.0,46.1,Mittelfristige Tendenz,27.7,-7.95,-9.79,17.3,12.3
Brenntag,2025-11-09,34.0,15.0,51.0,Kurzfristige Tendenz,34.0,20.0,46.0,Mittelfristige Tendenz,28.0,-3.14,-7.99,17.0,12.0
Commerzbank,2025-11-09,49.5,15.0,35.5,Kurzfristige Tendenz,59.5,20.0,20.5,Mittelfristige Tendenz,58.9,-0.62,5.25,13.9,38.9
Symrise,2025-11-09,36.0,15.0,49.0,Kurzfristige Tendenz,36.0,20.0,44.0,Mittelfristige Tendenz,31.9,0.59,-10.25,13.1,8.1
MTU Aero Engines,2025-11-09,36.2,15.0,48.8,Kurzfristige Tendenz,36.2,20.0,43.8,Mittelfristige Tendenz,32.4,-3.97,-0.55,12.6,7.6
Zalando,2025-11-09,48.6,15.0,36.4,Kurzfristige Tendenz,38.6,20.0,41.4,Mittelfristige Tendenz,37.1,2.85,-9.38,12.1,2.9
Merck,2025-11-09,36.6,15.0,48.4,Kurzfristige Tendenz,36.6,20.0,43.4,Mittelfristige Tendenz,33.1,-1.3,-2.35,11.9,6.9
SAP,2025-11-09,37.1,15.0,47.9,Kurzfristige Tendenz,37.1,20.0,42.9,Mittelfristige Tendenz,34.2,-4.76,-8.65,10.8,5.8
Siemens Energy,2025-11-09,47.8,15.0,37.2,Kurzfristige Tendenz,57.8,20.0,22.2,Mittelfristige Tendenz,55.5,-0.05,5.2,10.5,35.5
Münchener Rück,2025-11-09,37.8,15.0,47.2,Kurzfristige Tendenz,37.8,20.0,42.2,Mittelfristige Tendenz,35.5,0.6,-0.81,9.5,4.5
Hannover Rück,2025-11-09,47.1,15.0,37.9,Kurzfristige Tendenz,37.1,20.0,42.9,Mittelfristige Tendenz,34.3,1.13,-1.42,9.3,5.7
Bayer,2025-11-09,38.3,15.0,46.7,Kurzfristige Tendenz,38.3,20.0,41.7,Mittelfristige Tendenz,36.5,0.15,-3.35,8.5,3.5
Porsche,2025-11-09,46.7,15.0,38.3,Kurzfristige Tendenz,56.7,20.0,23.3,Mittelfristige Tendenz,53.4,-0.51,1.04,8.4,33.4
Airbus,2025-11-09,46.6,15.0,38.4,Kurzfristige Tendenz,56.6,20.0,23.4,Mittelfristige Tendenz,53.2,-2.57,2.31,8.2,33.2
Infineon,2025-11-09,45.5,15.0,39.5,Kurzfristige Tendenz,55.5,20.0,24.5,Mittelfristige Tendenz,50.9,-1.99,-0.53,5.9,30.9
Rheinmetall,2025-11-09,39.6,15.0,45.4,Kurzfristige Tendenz,39.6,20.0,40.4,Mittelfristige Tendenz,39.1,-3.69,-2.93,5.9,0.9
Heidelberg Materials,2025-11-09,45.1,15.0,39.9,Kurzfristige Tendenz,45.1,20.0,34.9,Mittelfristige Tendenz,50.2,-3.13,1.34,5.2,10.2
Fresenius,2025-11-09,44.5,15.0,40.5,Kurzfristige Tendenz,44.5,20.0,35.5,Mittelfristige Tendenz,49.1,-3.54,0.1,4.1,9.1
Allianz,2025-11-09,42.0,15.0,43.0,Kurzfristige Tendenz,42.0,20.0,38.0,Mittelfristige Tendenz,43.9,0.08,0.63,1.1,3.9
Siemens,2025-11-09,42.9,15.0,42.1,Kurzfristige Tendenz,42.9,20.0,37.1,Mittelfristige Tendenz,45.9,-2.27,-0.66,0.9,5.9
Deutsche Post,2025-11-09,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-09,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-09,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
