Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Vonovia,2025-11-12,49.9,15.0,35.1,Kurzfristige Tendenz,39.9,20.0,40.1,Mittelfristige Tendenz,39.8,2.13,-6.25,14.8,0.2
MTU Aero Engines,2025-11-12,49.6,15.0,35.4,Kurzfristige Tendenz,39.6,20.0,40.4,Mittelfristige Tendenz,39.3,1.38,-4.81,14.3,0.7
Henkel,2025-11-12,49.6,15.0,35.4,Kurzfristige Tendenz,59.6,20.0,20.4,Mittelfristige Tendenz,59.1,0.61,-0.06,14.1,39.1
SAP,2025-11-12,49.4,15.0,35.6,Kurzfristige Tendenz,39.4,20.0,40.6,Mittelfristige Tendenz,38.9,0.73,-9.28,13.9,1.1
Siemens Healthineers,2025-11-12,49.0,15.0,36.0,Kurzfristige Tendenz,39.0,20.0,41.0,Mittelfristige Tendenz,38.0,1.56,-8.87,13.0,2.0
Symrise,2025-11-12,48.3,15.0,36.7,Kurzfristige Tendenz,38.3,20.0,41.7,Mittelfristige Tendenz,36.6,0.98,-10.87,11.6,3.4
Continental,2025-11-12,48.1,15.0,36.9,Kurzfristige Tendenz,48.1,20.0,31.9,Mittelfristige Tendenz,56.2,-4.32,0.88,11.2,16.2
Deutsche Telekom,2025-11-12,48.0,15.0,37.0,Kurzfristige Tendenz,38.0,20.0,42.0,Mittelfristige Tendenz,36.0,3.49,-6.96,11.0,4.0
Qiagen,2025-11-12,46.6,15.0,38.4,Kurzfristige Tendenz,36.6,20.0,43.4,Mittelfristige Tendenz,33.2,2.33,-9.57,8.2,6.8
E.ON,2025-11-12,39.4,15.0,45.6,Kurzfristige Tendenz,39.4,20.0,40.6,Mittelfristige Tendenz,38.8,-1.52,-0.78,6.2,1.2
Adidas,2025-11-12,45.5,15.0,39.5,Kurzfristige Tendenz,35.5,20.0,44.5,Mittelfristige Tendenz,31.0,2.13,-14.27,6.0,9.0
Deutsche Börse,2025-11-12,43.6,15.0,41.4,Kurzfristige Tendenz,33.6,20.0,46.4,Mittelfristige Tendenz,27.3,-0.05,-6.93,2.3,12.7
Deutsche Post,2025-11-12,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-12,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-12,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
