Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Rheinmetall,2025-11-23,33.4,15.0,51.6,Kurzfristige Tendenz,33.4,20.0,46.6,Mittelfristige Tendenz,26.8,-11.81,-14.32,18.2,13.2
Henkel,2025-11-23,51.5,15.0,33.5,Kurzfristige Tendenz,41.5,20.0,38.5,Mittelfristige Tendenz,43.0,-0.45,0.23,18.0,3.0
Continental,2025-11-23,51.0,15.0,34.0,Kurzfristige Tendenz,41.0,20.0,39.0,Mittelfristige Tendenz,42.0,-0.7,-5.94,17.0,2.0
Siemens,2025-11-23,34.9,15.0,50.1,Kurzfristige Tendenz,34.9,20.0,45.1,Mittelfristige Tendenz,29.8,-1.73,-11.35,15.2,10.2
Infineon,2025-11-23,35.6,15.0,49.4,Kurzfristige Tendenz,35.6,20.0,44.4,Mittelfristige Tendenz,31.2,-7.81,-8.42,13.8,8.8
Zalando,2025-11-23,35.8,15.0,49.2,Kurzfristige Tendenz,35.8,20.0,44.2,Mittelfristige Tendenz,31.7,-0.14,-5.67,13.3,8.3
E.ON,2025-11-23,48.7,15.0,36.3,Kurzfristige Tendenz,38.7,20.0,41.3,Mittelfristige Tendenz,37.5,1.37,-2.45,12.5,2.5
Airbus,2025-11-23,36.8,15.0,48.2,Kurzfristige Tendenz,36.8,20.0,43.2,Mittelfristige Tendenz,33.6,-2.15,-5.33,11.4,6.4
Symrise,2025-11-23,48.2,15.0,36.8,Kurzfristige Tendenz,38.2,20.0,41.8,Mittelfristige Tendenz,36.4,0.11,-0.51,11.4,3.6
Münchener Rück,2025-11-23,37.5,15.0,47.5,Kurzfristige Tendenz,37.5,20.0,42.5,Mittelfristige Tendenz,35.1,-1.52,-0.6,9.9,4.9
RWE,2025-11-23,47.1,15.0,37.9,Kurzfristige Tendenz,57.1,20.0,22.9,Mittelfristige Tendenz,54.2,-3.44,2.68,9.2,34.2
Volkswagen,2025-11-23,46.9,15.0,38.1,Kurzfristige Tendenz,56.9,20.0,23.1,Mittelfristige Tendenz,53.7,-1.7,2.62,8.7,33.7
Fresenius,2025-11-23,38.3,15.0,46.7,Kurzfristige Tendenz,38.3,20.0,41.7,Mittelfristige Tendenz,36.7,-3.91,-6.16,8.3,3.3
BMW,2025-11-23,46.6,15.0,38.4,Kurzfristige Tendenz,56.6,20.0,23.4,Mittelfristige Tendenz,53.2,-2.21,4.34,8.2,33.2
Heidelberg Materials,2025-11-23,46.3,15.0,38.7,Kurzfristige Tendenz,56.3,20.0,23.7,Mittelfristige Tendenz,52.6,-2.55,1.58,7.6,32.6
Mercedes-Benz,2025-11-23,45.8,15.0,39.2,Kurzfristige Tendenz,45.8,20.0,34.2,Mittelfristige Tendenz,51.7,-2.56,-0.51,6.7,11.7
Porsche,2025-11-23,45.8,15.0,39.2,Kurzfristige Tendenz,55.8,20.0,24.2,Mittelfristige Tendenz,51.7,-3.38,2.05,6.7,31.7
Beiersdorf,2025-11-23,45.7,15.0,39.3,Kurzfristige Tendenz,35.7,20.0,44.3,Mittelfristige Tendenz,31.4,-0.95,-2.51,6.4,8.6
Hannover Rück,2025-11-23,45.7,15.0,39.3,Kurzfristige Tendenz,55.7,20.0,24.3,Mittelfristige Tendenz,51.3,-1.01,3.08,6.3,31.3
Commerzbank,2025-11-23,45.0,15.0,40.0,Kurzfristige Tendenz,45.0,20.0,35.0,Mittelfristige Tendenz,49.9,-2.6,-0.78,4.9,9.9
Fresenius Medical Care,2025-11-23,44.8,15.0,40.2,Kurzfristige Tendenz,34.8,20.0,45.2,Mittelfristige Tendenz,29.7,1.12,-11.23,4.7,10.3
Deutsche Bank,2025-11-23,40.2,15.0,44.8,Kurzfristige Tendenz,40.2,20.0,39.8,Mittelfristige Tendenz,40.3,-4.64,-6.45,4.7,0.3
Siemens Energy,2025-11-23,41.0,15.0,44.0,Kurzfristige Tendenz,41.0,20.0,39.0,Mittelfristige Tendenz,42.0,-11.77,-6.06,3.0,2.0
Siemens Healthineers,2025-11-23,42.8,15.0,42.2,Kurzfristige Tendenz,32.8,20.0,47.2,Mittelfristige Tendenz,25.7,-0.02,-14.44,0.7,14.3
Deutsche Post,2025-11-23,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-23,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-23,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
