Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Deutsche Telekom,2025-11-24,53.8,15.0,31.2,Kurzfristige Tendenz,53.8,20.0,26.2,Mittelfristige Tendenz,47.6,2.04,3.16,22.6,27.6
Vonovia,2025-11-24,53.3,15.0,31.7,Kurzfristige Tendenz,53.3,20.0,26.7,Mittelfristige Tendenz,46.7,1.4,2.19,21.7,26.7
Rheinmetall,2025-11-24,32.1,15.0,52.9,Kurzfristige Tendenz,32.1,20.0,47.9,Mittelfristige Tendenz,24.2,-13.84,-14.49,20.8,15.8
Deutsche Bank,2025-11-24,51.8,15.0,33.2,Kurzfristige Tendenz,41.8,20.0,38.2,Mittelfristige Tendenz,43.7,0.97,-5.58,18.7,3.7
Henkel,2025-11-24,51.4,15.0,33.6,Kurzfristige Tendenz,41.4,20.0,38.6,Mittelfristige Tendenz,42.7,0.92,-0.62,17.7,2.7
Beiersdorf,2025-11-24,49.5,15.0,35.5,Kurzfristige Tendenz,39.5,20.0,40.5,Mittelfristige Tendenz,39.1,1.3,-2.87,14.1,0.9
Fresenius,2025-11-24,49.4,15.0,35.6,Kurzfristige Tendenz,39.4,20.0,40.6,Mittelfristige Tendenz,38.8,-0.53,-2.54,13.8,1.2
Münchener Rück,2025-11-24,49.2,15.0,35.8,Kurzfristige Tendenz,39.2,20.0,40.8,Mittelfristige Tendenz,38.5,0.07,-0.41,13.5,1.5
Zalando,2025-11-24,35.9,15.0,49.1,Kurzfristige Tendenz,35.9,20.0,44.1,Mittelfristige Tendenz,31.8,-0.72,-3.11,13.2,8.2
E.ON,2025-11-24,48.7,15.0,36.3,Kurzfristige Tendenz,38.7,20.0,41.3,Mittelfristige Tendenz,37.4,0.45,-2.55,12.4,2.6
Airbus,2025-11-24,48.6,15.0,36.4,Kurzfristige Tendenz,38.6,20.0,41.4,Mittelfristige Tendenz,37.2,-0.15,-4.25,12.2,2.8
Heidelberg Materials,2025-11-24,47.7,15.0,37.3,Kurzfristige Tendenz,57.7,20.0,22.3,Mittelfristige Tendenz,55.4,0.91,3.3,10.4,35.4
RWE,2025-11-24,47.3,15.0,37.7,Kurzfristige Tendenz,57.3,20.0,22.7,Mittelfristige Tendenz,54.7,-1.61,3.84,9.7,34.7
Siemens,2025-11-24,47.1,15.0,37.9,Kurzfristige Tendenz,37.1,20.0,42.9,Mittelfristige Tendenz,34.3,1.97,-8.91,9.3,5.7
Symrise,2025-11-24,47.1,15.0,37.9,Kurzfristige Tendenz,37.1,20.0,42.9,Mittelfristige Tendenz,34.1,0.86,-1.04,9.1,5.9
Fresenius Medical Care,2025-11-24,46.0,15.0,39.0,Kurzfristige Tendenz,36.0,20.0,44.0,Mittelfristige Tendenz,32.1,3.1,-0.73,7.1,7.9
Siemens Energy,2025-11-24,44.6,15.0,40.4,Kurzfristige Tendenz,44.6,20.0,35.4,Mittelfristige Tendenz,49.2,-0.61,-2.92,4.2,9.2
Infineon,2025-11-24,40.5,15.0,44.5,Kurzfristige Tendenz,40.5,20.0,39.5,Mittelfristige Tendenz,41.0,-1.32,-4.8,4.0,1.0
SAP,2025-11-24,44.4,15.0,40.6,Kurzfristige Tendenz,34.4,20.0,45.6,Mittelfristige Tendenz,28.8,1.07,-8.18,3.8,11.2
Siemens Healthineers,2025-11-24,44.0,15.0,41.0,Kurzfristige Tendenz,34.0,20.0,46.0,Mittelfristige Tendenz,28.0,1.44,-14.38,3.0,12.0
Adidas,2025-11-24,42.1,15.0,42.9,Kurzfristige Tendenz,32.1,20.0,47.9,Mittelfristige Tendenz,24.3,-0.68,-3.11,0.7,15.7
Deutsche Post,2025-11-24,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-11-24,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-11-24,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
