Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Rheinmetall,2025-12-03,49.4,15.0,35.6,Kurzfristige Tendenz,39.4,20.0,40.6,Mittelfristige Tendenz,38.9,0.59,-12.72,13.9,1.1
Deutsche Telekom,2025-12-03,49.0,15.0,36.0,Kurzfristige Tendenz,59.0,20.0,21.0,Mittelfristige Tendenz,58.0,-0.11,0.84,13.0,38.0
Airbus,2025-12-03,36.2,15.0,48.8,Kurzfristige Tendenz,36.2,20.0,43.8,Mittelfristige Tendenz,32.4,-4.52,-8.06,12.6,7.6
Qiagen,2025-12-03,48.5,15.0,36.5,Kurzfristige Tendenz,58.5,20.0,21.5,Mittelfristige Tendenz,57.1,-2.36,4.57,12.1,37.1
SAP,2025-12-03,48.5,15.0,36.5,Kurzfristige Tendenz,38.5,20.0,41.5,Mittelfristige Tendenz,36.9,0.85,-4.42,11.9,3.1
Brenntag,2025-12-03,48.1,15.0,36.9,Kurzfristige Tendenz,58.1,20.0,21.9,Mittelfristige Tendenz,56.1,-0.53,,11.1,36.1
Siemens Healthineers,2025-12-03,37.2,15.0,47.8,Kurzfristige Tendenz,37.2,20.0,42.8,Mittelfristige Tendenz,34.3,-0.21,-4.84,10.7,5.7
Deutsche Börse,2025-12-03,47.3,15.0,37.7,Kurzfristige Tendenz,57.3,20.0,22.7,Mittelfristige Tendenz,54.5,-1.86,5.73,9.5,34.5
Fresenius Medical Care,2025-12-03,38.0,15.0,47.0,Kurzfristige Tendenz,38.0,20.0,42.0,Mittelfristige Tendenz,36.1,-1.41,-1.07,8.9,3.9
Adidas,2025-12-03,46.9,15.0,38.1,Kurzfristige Tendenz,56.9,20.0,23.1,Mittelfristige Tendenz,53.7,0.41,-2.76,8.7,33.7
Henkel,2025-12-03,38.5,15.0,46.5,Kurzfristige Tendenz,38.5,20.0,41.5,Mittelfristige Tendenz,37.0,-1.21,-5.63,8.0,3.0
Fresenius,2025-12-03,38.7,15.0,46.3,Kurzfristige Tendenz,38.7,20.0,41.3,Mittelfristige Tendenz,37.4,-0.95,-5.75,7.6,2.6
Hannover Rück,2025-12-03,44.6,15.0,40.4,Kurzfristige Tendenz,44.6,20.0,35.4,Mittelfristige Tendenz,49.1,-1.93,-1.63,4.1,9.1
Vonovia,2025-12-03,44.0,15.0,41.0,Kurzfristige Tendenz,44.0,20.0,36.0,Mittelfristige Tendenz,48.0,-2.06,-1.34,3.0,8.0
Münchener Rück,2025-12-03,41.2,15.0,43.8,Kurzfristige Tendenz,41.2,20.0,38.8,Mittelfristige Tendenz,42.3,-1.88,-2.59,2.7,2.3
Daimler Truck,2025-12-03,43.8,15.0,41.2,Kurzfristige Tendenz,43.8,20.0,36.2,Mittelfristige Tendenz,47.6,-4.4,-1.5,2.6,7.6
Beiersdorf,2025-12-03,42.9,15.0,42.1,Kurzfristige Tendenz,42.9,20.0,37.1,Mittelfristige Tendenz,45.8,-1.71,-3.08,0.8,5.8
Symrise,2025-12-03,42.4,15.0,42.6,Kurzfristige Tendenz,42.4,20.0,37.6,Mittelfristige Tendenz,44.7,-1.16,-4.65,0.3,4.7
Deutsche Post,2025-12-03,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-12-03,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-03,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
