Aktie,Datum,1-5T_Steigt,1-5T_Bleibt,1-5T_Fällt,Einschätzung_1-5T,2-3W_Steigt,2-3W_Bleibt,2-3W_Fällt,Einschätzung_2-3W,RSI,5T_Change(%),15T_Change(%),Diff_1-5,Diff_2-3W
Bayer,2025-12-17,54.2,15.0,30.8,Kurzfristige Tendenz,64.2,20.0,15.8,Mittelfristige Tendenz,68.3,-2.96,15.14,23.3,48.3
Heidelberg Materials,2025-12-17,50.7,15.0,34.3,Kurzfristige Tendenz,60.7,20.0,19.3,Mittelfristige Tendenz,61.4,-0.89,0.95,16.4,41.4
Beiersdorf,2025-12-17,50.6,15.0,34.4,Kurzfristige Tendenz,60.6,20.0,19.4,Mittelfristige Tendenz,61.3,-0.53,1.15,16.3,41.3
Airbus,2025-12-17,49.7,15.0,35.3,Kurzfristige Tendenz,39.7,20.0,40.3,Mittelfristige Tendenz,39.4,0.58,-4.75,14.4,0.6
BMW,2025-12-17,49.5,15.0,35.5,Kurzfristige Tendenz,59.5,20.0,20.5,Mittelfristige Tendenz,58.9,-2.09,6.37,13.9,38.9
Daimler Truck,2025-12-17,48.9,15.0,36.1,Kurzfristige Tendenz,58.9,20.0,21.1,Mittelfristige Tendenz,57.8,-2.59,1.35,12.8,37.8
Qiagen,2025-12-17,36.7,15.0,48.3,Kurzfristige Tendenz,36.7,20.0,43.3,Mittelfristige Tendenz,33.3,-1.67,-8.41,11.7,6.7
Symrise,2025-12-17,37.1,15.0,47.9,Kurzfristige Tendenz,37.1,20.0,42.9,Mittelfristige Tendenz,34.1,,-5.67,10.9,5.9
Mercedes-Benz,2025-12-17,47.7,15.0,37.3,Kurzfristige Tendenz,57.7,20.0,22.3,Mittelfristige Tendenz,55.4,-1.23,3.91,10.4,35.4
BASF,2025-12-17,47.0,15.0,38.0,Kurzfristige Tendenz,57.0,20.0,23.0,Mittelfristige Tendenz,54.0,-0.79,-0.92,9.0,34.0
Infineon,2025-12-17,46.6,15.0,38.4,Kurzfristige Tendenz,56.6,20.0,23.4,Mittelfristige Tendenz,53.3,-1.74,0.63,8.3,33.3
Deutsche Telekom,2025-12-17,38.9,15.0,46.1,Kurzfristige Tendenz,38.9,20.0,41.1,Mittelfristige Tendenz,37.8,-0.63,-2.83,7.2,2.2
Brenntag,2025-12-17,45.7,15.0,39.3,Kurzfristige Tendenz,55.7,20.0,24.3,Mittelfristige Tendenz,51.4,-0.92,-0.24,6.4,31.4
Henkel,2025-12-17,45.2,15.0,39.8,Kurzfristige Tendenz,55.2,20.0,24.8,Mittelfristige Tendenz,50.5,-0.57,0.37,5.5,30.5
Rheinmetall,2025-12-17,40.9,15.0,44.1,Kurzfristige Tendenz,40.9,20.0,39.1,Mittelfristige Tendenz,41.9,-4.15,1.45,3.1,1.9
SAP,2025-12-17,42.3,15.0,42.7,Kurzfristige Tendenz,42.3,20.0,37.7,Mittelfristige Tendenz,44.6,-1.34,-0.24,0.4,4.6
Deutsche Post,2025-12-17,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
GEA,2025-12-17,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
Scout24,2025-12-17,33.3,33.3,33.4,Kurzfristige Tendenz,33.3,33.3,33.4,Mittelfristige Tendenz,,,,0.1,0.1
